loss,accuracy,val_loss,val_accuracy,lr
2.0806806087493896,0.4248148202896118,1.0952682495117188,0.6670823693275452,0.003800000064074993
1.2044910192489624,0.6425926089286804,0.8517144918441772,0.7431594729423523,0.003800000064074993
1.0652835369110107,0.6779012084007263,0.807126522064209,0.7570294737815857,0.003800000064074993
1.0170937776565552,0.6931216716766357,0.7161272764205933,0.7846938967704773,0.003800000064074993
0.9421775937080383,0.7122751474380493,0.7206676006317139,0.7772108912467957,0.003800000064074993
0.9342372417449951,0.7161728143692017,0.6724469065666199,0.7925925850868225,0.003800000064074993
0.8708298206329346,0.7326984405517578,0.6172597408294678,0.8105441927909851,0.003800000064074993
0.8881315588951111,0.7289770841598511,0.6439840793609619,0.7995086908340454,0.003800000064074993
0.8548552393913269,0.7399470806121826,1.0420724153518677,0.6838624477386475,0.003800000064074993
0.8236377239227295,0.7490652799606323,0.6031407713890076,0.8163265585899353,0.003800000064074993
0.8411789536476135,0.7467724680900574,0.5888328552246094,0.8204837441444397,0.003800000064074993
0.7927840948104858,0.7597178220748901,0.5694797039031982,0.8266062140464783,0.003800000064074993
0.7923759818077087,0.7606525421142578,0.5558847784996033,0.8321239352226257,0.003800000064074993
0.7894214987754822,0.7588712573051453,0.5704874396324158,0.825736939907074,0.003800000064074993
0.788999617099762,0.7647971510887146,0.5843708515167236,0.8243764042854309,0.003800000064074993
0.7789438366889954,0.7641445994377136,0.541873574256897,0.8370748162269592,0.003800000064074993
0.7547551393508911,0.7714109420776367,0.6076154708862305,0.8222222328186035,0.003800000064074993
0.7496742010116577,0.7742680907249451,0.5595441460609436,0.8301209211349487,0.003800000064074993
0.7456458210945129,0.7736331820487976,0.5405187606811523,0.839455783367157,0.003800000064074993
0.7453716993331909,0.7769665122032166,0.5911375284194946,0.8181405663490295,0.003800000064074993
0.7438862919807434,0.7769665122032166,0.5469342470169067,0.8357898592948914,0.003800000064074993
0.764542818069458,0.7735978960990906,0.5450430512428284,0.8396069407463074,0.003800000064074993
0.7115845680236816,0.788818359375,0.5112141966819763,0.8491685390472412,0.003800000064074993
0.7463228106498718,0.7777601480484009,0.6363149881362915,0.8062736392021179,0.003800000064074993
0.7204029560089111,0.7843915224075317,0.5176911950111389,0.8482237458229065,0.003800000064074993
0.7099114060401917,0.7876543402671814,0.5190998315811157,0.8463340997695923,0.003800000064074993
0.7478469014167786,0.779329776763916,0.5333756804466248,0.839266836643219,0.003800000064074993
0.7134079933166504,0.7895767092704773,0.6967895030975342,0.791723370552063,0.003800000064074993
0.7290775775909424,0.7845855355262756,0.5450822114944458,0.8383975625038147,0.003800000064074993
0.6810302734375,0.7976014018058777,0.5023622512817383,0.8503779172897339,0.003800000064074993
0.5192077159881592,0.8407760262489319,0.4215449094772339,0.8766818046569824,0.0019000000320374966
