loss,accuracy,val_loss,val_accuracy,lr
3.3433523178100586,0.18090598285198212,2.831787109375,0.30293041467666626,0.0038999998942017555
2.76220965385437,0.3109743595123291,2.868317127227783,0.28673991560935974,0.0038999998942017555
2.549581527709961,0.3597777783870697,2.4262611865997314,0.3968864381313324,0.0038999998942017555
2.428231954574585,0.3825812041759491,2.4633188247680664,0.3774358928203583,0.0038999998942017555
2.314915895462036,0.4074871838092804,2.3394272327423096,0.4140293002128601,0.0038999998942017555
2.9002106189727783,0.4023589789867401,2.1666204929351807,0.45659339427948,0.0038999998942017555
2.1072068214416504,0.456888884305954,2.1147501468658447,0.46728938817977905,0.0038999998942017555
2.055231809616089,0.4644273519515991,2.0628132820129395,0.4757509231567383,0.0038999998942017555
2.02394962310791,0.46880340576171875,2.036332368850708,0.4769230782985687,0.0038999998942017555
1.9958781003952026,0.4753846228122711,2.0169525146484375,0.48326006531715393,0.0038999998942017555
1.972740650177002,0.4801025688648224,1.9782224893569946,0.4910256266593933,0.0038999998942017555
4.008940696716309,0.4402734935283661,2.2980153560638428,0.4259707033634186,0.0038999998942017555
1.9646607637405396,0.4837435781955719,1.9383373260498047,0.4996703267097473,0.0038999998942017555
1.822919487953186,0.5162734985351562,1.9027289152145386,0.5143955945968628,0.0038999998942017555
1.8025801181793213,0.5183589458465576,1.8842331171035767,0.5190476179122925,0.0038999998942017555
1.792680263519287,0.520598292350769,1.8791446685791016,0.5193406343460083,0.0038999998942017555
1.7921440601348877,0.5186153650283813,1.8812414407730103,0.5201098918914795,0.0038999998942017555
1.7795482873916626,0.5210598111152649,1.8867406845092773,0.5178388357162476,0.0038999998942017555
12.064910888671875,0.47099146246910095,3.6982147693634033,0.08853480219841003,0.0038999998942017555
2.571704387664795,0.34536752104759216,2.046410322189331,0.493553102016449,0.0038999998942017555
1.8888053894042969,0.5035726428031921,1.988807201385498,0.5093406438827515,0.0038999998942017555
1.757395625114441,0.5304273366928101,1.8643040657043457,0.529377281665802,0.0038999998942017555
1.6980843544006348,0.545025646686554,1.8910919427871704,0.521685004234314,0.0038999998942017555
1.682408332824707,0.5439658164978027,2.2461400032043457,0.4517948627471924,0.0038999998942017555
1.6667704582214355,0.5488204956054688,1.8060849905014038,0.5367032885551453,0.0038999998942017555
1.664637565612793,0.5479658246040344,1.7967052459716797,0.5390110015869141,0.0038999998942017555
1.6716232299804688,0.546546995639801,1.8249047994613647,0.5362637639045715,0.0038999998942017555
1.6769495010375977,0.5424615144729614,1.8113386631011963,0.5351281762123108,0.0038999998942017555
11.862903594970703,0.4609401822090149,1.9469722509384155,0.5113186836242676,0.0038999998942017555
1.6916613578796387,0.5445641279220581,1.8043739795684814,0.5426740050315857,0.0038999998942017555
1.5886445045471191,0.5666154026985168,1.7436442375183105,0.5591574907302856,0.0038999998942017555
1.5583683252334595,0.5771623849868774,1.7653855085372925,0.5524908304214478,0.0038999998942017555
1.5393519401550293,0.5782222151756287,1.7443479299545288,0.5567032694816589,0.0038999998942017555
1.5412309169769287,0.5776239037513733,1.7349395751953125,0.5590476393699646,0.0038999998942017555
1.5504134893417358,0.5748546719551086,1.769434928894043,0.55010986328125,0.0038999998942017555
1.565443754196167,0.5699658393859863,1.7576266527175903,0.5573260188102722,0.0038999998942017555
1.5957398414611816,0.5599657893180847,1.7844401597976685,0.5486813187599182,0.0038999998942017555
1.6096460819244385,0.5568376183509827,1.774109959602356,0.5517948865890503,0.0038999998942017555
6.475175857543945,0.49302563071250916,1.8241679668426514,0.5390475988388062,0.0038999998942017555
1.5383448600769043,0.5792649388313293,1.7282285690307617,0.5625640749931335,0.0038999998942017555
